Setup:	VS900-RIC.vst
740000	-39.59
742000	-39.54
744000	-39.48
746000	-39.34
748000	-39.21
750000	-39.12
752000	-39.05
754000	-39
756000	-38.92
758000	-38.84
760000	-38.77
762000	-38.71
764000	-38.66
766000	-38.58
768000	-38.52
770000	-38.47
772000	-38.4
774000	-38.3
776000	-38.2
778000	-38.08
780000	-37.99
782000	-37.95
784000	-37.95
786000	-37.91
788000	-37.72
790000	-37.51
792000	-37.29
794000	-37.08
796000	-37.01
798000	-36.95
800000	-36.87
802000	-36.82
804000	-36.76
806000	-36.72
808000	-36.73
810000	-36.78
812000	-36.89
814000	-36.99
816000	-37.14
818000	-37.3
820000	-37.39
822000	-37.38
824000	-37.36
826000	-37.49
828000	-37.68
830000	-37.74
832000	-37.69
834000	-37.56
836000	-37.41
838000	-37.32
840000	-37.2
842000	-37.04
844000	-36.81
846000	-36.55
848000	-36.27
850000	-36.05
852000	-35.85
854000	-35.67
856000	-35.52
858000	-35.38
860000	-35.31
862000	-35.27
864000	-35.26
866000	-35.3
868000	-35.36
870000	-35.44
872000	-35.56
874000	-35.68
876000	-35.73
878000	-35.7
880000	-35.58
882000	-35.38
884000	-35.13
886000	-34.86
888000	-34.61
890000	-34.37
892000	-34.17
894000	-34.01
896000	-33.93
898000	-33.94
900000	-34.06
902000	-34.29
904000	-34.61
906000	-35.01
908000	-35.48
910000	-35.96
912000	-36.46
914000	-36.97
916000	-37.48
918000	-37.99
920000	-38.5
922000	-39.01
924000	-39.54
926000	-40.07
928000	-40.6
930000	-41.1
932000	-41.59
934000	-42.06
936000	-42.49
938000	-42.88
940000	-43.25
942000	-43.59
944000	-43.94
946000	-44.3
948000	-44.68
950000	-45.08
952000	-45.5
954000	-45.93
956000	-46.38
958000	-46.82
960000	-47.26
962000	-47.72
964000	-48.19
966000	-48.68
968000	-49.17
970000	-49.67
972000	-50.23
974000	-50.83
976000	-51.51
978000	-52.22
980000	-52.91
982000	-53.49
984000	-53.94
986000	-54.2
988000	-54.2
990000	-53.9
992000	-53.46
994000	-52.98
996000	-52.52
998000	-52.12
1000000	-51.78
