Setup:	VS900-RIC.vst
742000	-40.29
744000	-40.25
746000	-40.11
748000	-39.96
750000	-39.85
752000	-39.77
754000	-39.71
756000	-39.62
758000	-39.52
760000	-39.43
762000	-39.34
764000	-39.25
766000	-39.16
768000	-39.09
770000	-39.03
772000	-38.97
774000	-38.88
776000	-38.77
778000	-38.64
780000	-38.52
782000	-38.45
784000	-38.44
786000	-38.42
788000	-38.26
790000	-38.05
792000	-37.85
794000	-37.63
796000	-37.56
798000	-37.54
800000	-37.51
802000	-37.48
804000	-37.44
806000	-37.4
808000	-37.41
810000	-37.46
812000	-37.56
814000	-37.66
816000	-37.8
818000	-37.95
820000	-38.02
822000	-38
824000	-37.96
826000	-38.08
828000	-38.29
830000	-38.39
832000	-38.36
834000	-38.21
836000	-38.03
838000	-37.91
840000	-37.79
842000	-37.6
844000	-37.36
846000	-37.06
848000	-36.75
850000	-36.47
852000	-36.23
854000	-36.02
856000	-35.83
858000	-35.66
860000	-35.57
862000	-35.5
864000	-35.47
866000	-35.49
868000	-35.56
870000	-35.65
872000	-35.78
874000	-35.93
876000	-36.02
878000	-36.04
880000	-35.98
882000	-35.85
884000	-35.67
886000	-35.48
888000	-35.29
890000	-35.09
892000	-34.92
894000	-34.77
896000	-34.72
898000	-34.75
900000	-34.88
902000	-35.11
904000	-35.44
906000	-35.86
908000	-36.34
910000	-36.84
912000	-37.34
914000	-37.85
916000	-38.36
918000	-38.86
920000	-39.37
922000	-39.89
924000	-40.42
926000	-40.95
928000	-41.47
930000	-41.97
932000	-42.45
934000	-42.92
936000	-43.34
938000	-43.72
940000	-44.09
942000	-44.44
944000	-44.8
946000	-45.17
948000	-45.56
950000	-45.96
952000	-46.38
954000	-46.8
956000	-47.24
958000	-47.67
960000	-48.09
962000	-48.53
964000	-48.99
966000	-49.47
968000	-49.95
970000	-50.45
972000	-50.99
974000	-51.57
976000	-52.21
978000	-52.9
980000	-53.56
982000	-54.15
984000	-54.63
986000	-54.97
988000	-55.1
990000	-54.95
992000	-54.62
994000	-54.21
996000	-53.78
998000	-53.38
1000000	-53.02
