Setup:	VS900-RIC.vst
740000	-39.94
742000	-39.89
744000	-39.84
746000	-39.7
748000	-39.56
750000	-39.46
752000	-39.39
754000	-39.34
756000	-39.26
758000	-39.17
760000	-39.08
762000	-39.01
764000	-38.94
766000	-38.86
768000	-38.79
770000	-38.74
772000	-38.67
774000	-38.57
776000	-38.46
778000	-38.34
780000	-38.23
782000	-38.18
784000	-38.19
786000	-38.15
788000	-37.98
790000	-37.76
792000	-37.55
794000	-37.34
796000	-37.27
798000	-37.22
800000	-37.16
802000	-37.11
804000	-37.06
806000	-37.02
808000	-37.02
810000	-37.08
812000	-37.18
814000	-37.29
816000	-37.43
818000	-37.59
820000	-37.67
822000	-37.66
824000	-37.64
826000	-37.77
828000	-37.96
830000	-38.04
832000	-37.99
834000	-37.85
836000	-37.69
838000	-37.58
840000	-37.46
842000	-37.29
844000	-37.05
846000	-36.77
848000	-36.48
850000	-36.23
852000	-36.01
854000	-35.82
856000	-35.65
858000	-35.51
860000	-35.42
862000	-35.37
864000	-35.36
866000	-35.4
868000	-35.46
870000	-35.56
872000	-35.68
874000	-35.82
876000	-35.88
878000	-35.88
880000	-35.78
882000	-35.6
884000	-35.38
886000	-35.14
888000	-34.91
890000	-34.68
892000	-34.49
894000	-34.33
896000	-34.26
898000	-34.29
900000	-34.42
902000	-34.66
904000	-34.99
906000	-35.41
908000	-35.89
910000	-36.38
912000	-36.89
914000	-37.4
916000	-37.91
918000	-38.42
920000	-38.93
922000	-39.44
924000	-39.98
926000	-40.51
928000	-41.03
930000	-41.53
932000	-42.02
934000	-42.48
936000	-42.91
938000	-43.29
940000	-43.65
942000	-44
944000	-44.35
946000	-44.72
948000	-45.1
950000	-45.5
952000	-45.92
954000	-46.35
956000	-46.8
958000	-47.23
960000	-47.66
962000	-48.11
964000	-48.58
966000	-49.06
968000	-49.55
970000	-50.05
972000	-50.6
974000	-51.2
976000	-51.87
978000	-52.57
980000	-53.25
982000	-53.84
984000	-54.29
986000	-54.58
988000	-54.63
990000	-54.38
992000	-53.97
994000	-53.52
996000	-53.07
998000	-52.67
1000000	-52.32
