Setup:	VS900-RIC.vst
742000	-39.78
744000	-39.72
746000	-39.58
748000	-39.44
750000	-39.35
752000	-39.28
754000	-39.23
756000	-39.15
758000	-39.06
760000	-38.98
762000	-38.92
764000	-38.85
766000	-38.78
768000	-38.71
770000	-38.66
772000	-38.59
774000	-38.49
776000	-38.38
778000	-38.26
780000	-38.16
782000	-38.11
784000	-38.11
786000	-38.08
788000	-37.89
790000	-37.68
792000	-37.47
794000	-37.26
796000	-37.18
798000	-37.13
800000	-37.06
802000	-37.01
804000	-36.95
806000	-36.91
808000	-36.92
810000	-36.97
812000	-37.08
814000	-37.19
816000	-37.34
818000	-37.49
820000	-37.58
822000	-37.56
824000	-37.55
826000	-37.68
828000	-37.87
830000	-37.94
832000	-37.89
834000	-37.75
836000	-37.59
838000	-37.49
840000	-37.37
842000	-37.2
844000	-36.97
846000	-36.69
848000	-36.4
850000	-36.16
852000	-35.95
854000	-35.77
856000	-35.6
858000	-35.46
860000	-35.39
862000	-35.34
864000	-35.33
866000	-35.37
868000	-35.44
870000	-35.53
872000	-35.65
874000	-35.78
876000	-35.84
878000	-35.83
880000	-35.72
882000	-35.53
884000	-35.3
886000	-35.04
888000	-34.8
890000	-34.57
892000	-34.37
894000	-34.21
896000	-34.14
898000	-34.17
900000	-34.3
902000	-34.53
904000	-34.87
906000	-35.29
908000	-35.76
910000	-36.26
912000	-36.76
914000	-37.27
916000	-37.78
918000	-38.29
920000	-38.8
922000	-39.32
924000	-39.85
926000	-40.38
928000	-40.9
930000	-41.4
932000	-41.89
934000	-42.36
936000	-42.78
938000	-43.17
940000	-43.53
942000	-43.87
944000	-44.23
946000	-44.59
948000	-44.97
950000	-45.37
952000	-45.79
954000	-46.22
956000	-46.67
958000	-47.1
960000	-47.54
962000	-47.99
964000	-48.46
966000	-48.94
968000	-49.43
970000	-49.94
972000	-50.49
974000	-51.09
976000	-51.77
978000	-52.47
980000	-53.16
982000	-53.74
984000	-54.19
986000	-54.47
988000	-54.49
990000	-54.22
992000	-53.79
994000	-53.32
996000	-52.87
998000	-52.47
1000000	-52.13
