Setup:	VS900-RIC.vst (modified)
740000	-40.1
742000	-40.04
744000	-39.94
746000	-39.79
748000	-39.63
750000	-39.53
752000	-39.46
754000	-39.38
756000	-39.29
758000	-39.19
760000	-39.1
762000	-39.03
764000	-38.96
766000	-38.89
768000	-38.81
770000	-38.73
772000	-38.65
774000	-38.54
776000	-38.44
778000	-38.35
780000	-38.28
782000	-38.28
784000	-38.33
786000	-38.32
788000	-38.12
790000	-37.87
792000	-37.61
794000	-37.37
796000	-37.25
798000	-37.15
800000	-37.08
802000	-37.04
804000	-36.99
806000	-36.91
808000	-36.87
810000	-36.91
812000	-37.03
814000	-37.16
816000	-37.33
818000	-37.5
820000	-37.58
822000	-37.57
824000	-37.56
826000	-37.7
828000	-37.9
830000	-37.98
832000	-37.94
834000	-37.81
836000	-37.66
838000	-37.58
840000	-37.48
842000	-37.33
844000	-37.12
846000	-36.85
848000	-36.58
850000	-36.34
852000	-36.14
854000	-35.96
856000	-35.81
858000	-35.69
860000	-35.61
862000	-35.56
864000	-35.56
866000	-35.59
868000	-35.65
870000	-35.73
872000	-35.84
874000	-35.95
876000	-35.99
878000	-35.96
880000	-35.84
882000	-35.63
884000	-35.37
886000	-35.08
888000	-34.81
890000	-34.56
892000	-34.36
894000	-34.21
896000	-34.15
898000	-34.19
900000	-34.32
902000	-34.55
904000	-34.87
906000	-35.27
908000	-35.72
910000	-36.19
912000	-36.68
914000	-37.17
916000	-37.66
918000	-38.16
920000	-38.66
922000	-39.17
924000	-39.69
926000	-40.21
928000	-40.72
930000	-41.22
932000	-41.73
934000	-42.24
936000	-42.72
938000	-43.16
940000	-43.56
942000	-43.93
944000	-44.3
946000	-44.67
948000	-45.04
950000	-45.44
952000	-45.85
954000	-46.28
956000	-46.74
958000	-47.19
960000	-47.63
962000	-48.1
964000	-48.57
966000	-49.05
968000	-49.53
970000	-50.03
972000	-50.58
974000	-51.21
976000	-51.93
978000	-52.69
980000	-53.41
982000	-54.03
984000	-54.49
986000	-54.76
988000	-54.74
990000	-54.42
992000	-53.95
994000	-53.43
996000	-52.94
998000	-52.5
1000000	-52.13
