Setup:	VS900-RIC.vst
740000	-40.14
742000	-40.09
744000	-40.04
746000	-39.9
748000	-39.75
750000	-39.65
752000	-39.57
754000	-39.52
756000	-39.43
758000	-39.34
760000	-39.25
762000	-39.17
764000	-39.09
766000	-39.01
768000	-38.94
770000	-38.88
772000	-38.82
774000	-38.72
776000	-38.61
778000	-38.49
780000	-38.37
782000	-38.31
784000	-38.31
786000	-38.29
788000	-38.11
790000	-37.9
792000	-37.7
794000	-37.48
796000	-37.41
798000	-37.38
800000	-37.33
802000	-37.28
804000	-37.24
806000	-37.19
808000	-37.2
810000	-37.25
812000	-37.36
814000	-37.46
816000	-37.61
818000	-37.76
820000	-37.83
822000	-37.82
824000	-37.8
826000	-37.92
828000	-38.13
830000	-38.21
832000	-38.17
834000	-38.02
836000	-37.85
838000	-37.74
840000	-37.61
842000	-37.43
844000	-37.2
846000	-36.91
848000	-36.6
850000	-36.34
852000	-36.11
854000	-35.92
856000	-35.74
858000	-35.58
860000	-35.49
862000	-35.43
864000	-35.42
866000	-35.44
868000	-35.51
870000	-35.61
872000	-35.74
874000	-35.88
876000	-35.96
878000	-35.96
880000	-35.89
882000	-35.73
884000	-35.53
886000	-35.3
888000	-35.09
890000	-34.87
892000	-34.69
894000	-34.54
896000	-34.48
898000	-34.51
900000	-34.64
902000	-34.88
904000	-35.21
906000	-35.63
908000	-36.11
910000	-36.61
912000	-37.12
914000	-37.63
916000	-38.14
918000	-38.65
920000	-39.16
922000	-39.67
924000	-40.2
926000	-40.73
928000	-41.25
930000	-41.75
932000	-42.23
934000	-42.7
936000	-43.12
938000	-43.51
940000	-43.87
942000	-44.22
944000	-44.57
946000	-44.94
948000	-45.33
950000	-45.73
952000	-46.15
954000	-46.58
956000	-47.02
958000	-47.44
960000	-47.87
962000	-48.32
964000	-48.78
966000	-49.27
968000	-49.75
970000	-50.25
972000	-50.8
974000	-51.39
976000	-52.04
978000	-52.73
980000	-53.41
982000	-54
984000	-54.47
986000	-54.79
988000	-54.87
990000	-54.67
992000	-54.29
994000	-53.85
996000	-53.41
998000	-53
1000000	-52.65
